Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3301,26,26-35,Female,Hat,Accessories,$80.00 ,Oklahoma,Charcoal,Spring,4,No,Express,No,No,40,Bank Transfer,Bi-Weekly
3302,36,36-45,Female,Pants,Clothing,$58.00 ,Oklahoma,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly
3303,36,36-45,Female,Blouse,Clothing,$82.00 ,Alabama,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly
3304,20,18-25,Female,Belt,Accessories,$60.00 ,Mississippi,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly
3305,30,26-35,Female,Handbag,Accessories,$79.00 ,Mississippi,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
3306,34,26-35,Female,Hoodie,Clothing,$41.00 ,Nebraska,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
3307,63,56-65,Female,Jacket,Outerwear,$39.00 ,Colorado,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly
3308,18,18-25,Female,Scarf,Accessories,$36.00 ,Pennsylvania,Green,Winter,4,No,Store Pickup,No,No,1,Cash,Monthly
3309,55,46-55,Female,Jeans,Clothing,$70.00 ,Utah,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly
3310,48,46-55,Female,Handbag,Accessories,$47.00 ,Massachusetts,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly
3311,45,36-45,Female,Jacket,Outerwear,$27.00 ,Iowa,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly
3312,29,26-35,Female,Hat,Accessories,$52.00 ,Florida,Blue,Summer,4,No,Express,No,No,18,Bank Transfer,Annually
3313,55,46-55,Female,Sneakers,Footwear,$75.00 ,Louisiana,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
3314,55,46-55,Female,Hat,Accessories,$30.00 ,Kansas,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly
3315,55,46-55,Female,Socks,Clothing,$94.00 ,Kansas,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly
3316,48,46-55,Female,Scarf,Accessories,$68.00 ,Kentucky,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months
3317,42,36-45,Female,Socks,Clothing,$45.00 ,New Mexico,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
3318,21,18-25,Female,Hat,Accessories,$67.00 ,North Carolina,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly
3319,45,36-45,Female,Jacket,Outerwear,$46.00 ,North Dakota,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
3320,23,18-25,Female,Shorts,Clothing,$31.00 ,North Dakota,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
3321,66,65+,Female,Blouse,Clothing,$44.00 ,Illinois,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months
3322,32,26-35,Female,Coat,Outerwear,$100.00 ,Maine,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually
3323,52,46-55,Female,Sweater,Clothing,$92.00 ,Indiana,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly
3324,54,46-55,Female,Handbag,Accessories,$78.00 ,North Dakota,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly
3325,37,36-45,Female,T-shirt,Clothing,$32.00 ,Missouri,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly
3326,29,26-35,Female,Sandals,Footwear,$97.00 ,Alaska,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly
3327,47,46-55,Female,Gloves,Accessories,$95.00 ,North Dakota,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually
3328,47,46-55,Female,Shorts,Clothing,$64.00 ,Connecticut,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly
3329,42,36-45,Female,Sandals,Footwear,$35.00 ,Wisconsin,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
3330,34,26-35,Female,Backpack,Accessories,$54.00 ,New Jersey,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
3331,38,36-45,Female,Sneakers,Footwear,$96.00 ,Missouri,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
3332,55,46-55,Female,Sunglasses,Accessories,$58.00 ,California,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
3333,27,26-35,Female,T-shirt,Clothing,$23.00 ,Washington,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
3334,55,46-55,Female,Jeans,Clothing,$35.00 ,Minnesota,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
3335,66,65+,Female,Shirt,Clothing,$23.00 ,California,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually
3336,44,36-45,Female,Hat,Accessories,$94.00 ,Texas,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly
3337,39,36-45,Female,Blouse,Clothing,$45.00 ,Montana,Brown,Fall,4,No,Free Shipping,No,No,24,Debit Card,Annually
3338,23,18-25,Female,Jacket,Outerwear,$23.00 ,Arizona,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
3339,29,26-35,Female,Skirt,Clothing,$94.00 ,Minnesota,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
3340,20,18-25,Female,Gloves,Accessories,$99.00 ,Nebraska,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly
3341,42,36-45,Female,T-shirt,Clothing,$36.00 ,Virginia,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
3342,55,46-55,Female,Jacket,Outerwear,$50.00 ,Connecticut,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
3343,66,65+,Female,Jacket,Outerwear,$81.00 ,New Jersey,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly
3344,24,18-25,Female,Shorts,Clothing,$31.00 ,Kentucky,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
3345,62,56-65,Female,Hat,Accessories,$48.00 ,Washington,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually
3346,28,26-35,Female,Handbag,Accessories,$91.00 ,Florida,Turquoise,Summer,4,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
3347,30,26-35,Female,Jeans,Clothing,$99.00 ,Oklahoma,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly
3348,22,18-25,Female,Shoes,Footwear,$70.00 ,Iowa,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
3349,28,26-35,Female,T-shirt,Clothing,$74.00 ,New Hampshire,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months
3350,35,26-35,Female,Jewelry,Accessories,$79.00 ,Georgia,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
3351,45,36-45,Female,Handbag,Accessories,$33.00 ,Mississippi,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly
3352,43,36-45,Female,Shirt,Clothing,$49.00 ,New Hampshire,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
3353,55,46-55,Female,Belt,Accessories,$96.00 ,Washington,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
3354,31,26-35,Female,Dress,Clothing,$66.00 ,Ohio,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
3355,42,36-45,Female,Skirt,Clothing,$45.00 ,Maryland,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
3356,40,36-45,Female,Blouse,Clothing,$28.00 ,Delaware,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
3357,39,36-45,Female,Jeans,Clothing,$48.00 ,Tennessee,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
3358,41,36-45,Female,Hoodie,Clothing,$67.00 ,Arkansas,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
3359,56,56-65,Female,T-shirt,Clothing,$59.00 ,Tennessee,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually
3360,43,36-45,Female,Sunglasses,Accessories,$74.00 ,New Hampshire,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
3361,22,18-25,Female,Jacket,Outerwear,$81.00 ,Minnesota,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
3362,47,46-55,Female,Shoes,Footwear,$26.00 ,Florida,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
3363,50,46-55,Female,Handbag,Accessories,$61.00 ,Tennessee,Gray,Summer,3,No,Next Day Air,No,No,48,Venmo,Fortnightly
3364,58,56-65,Female,Sweater,Clothing,$23.00 ,California,Turquoise,Winter,3,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
3365,50,46-55,Female,Scarf,Accessories,$33.00 ,Oregon,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
3366,43,36-45,Female,Skirt,Clothing,$58.00 ,Tennessee,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months
3367,38,36-45,Female,Gloves,Accessories,$65.00 ,North Carolina,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly
3368,44,36-45,Female,T-shirt,Clothing,$48.00 ,Tennessee,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly
3369,30,26-35,Female,Sandals,Footwear,$25.00 ,Nebraska,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
3370,47,46-55,Female,Sweater,Clothing,$51.00 ,Maine,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly
3371,30,26-35,Female,Belt,Accessories,$31.00 ,Illinois,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly
3372,49,46-55,Female,Hoodie,Clothing,$99.00 ,Colorado,Turquoise,Winter,4,No,Next Day Air,No,No,28,PayPal,Annually
3373,56,56-65,Female,Socks,Clothing,$25.00 ,Pennsylvania,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
3374,70,65+,Female,Sandals,Footwear,$52.00 ,Minnesota,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
3375,22,18-25,Female,Blouse,Clothing,$47.00 ,Nevada,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually
3376,51,46-55,Female,Boots,Footwear,$98.00 ,Connecticut,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually
3377,22,18-25,Female,Hat,Accessories,$46.00 ,Ohio,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly
3378,37,36-45,Female,Shirt,Clothing,$32.00 ,Kentucky,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly
3379,49,46-55,Female,Shorts,Clothing,$75.00 ,Minnesota,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
3380,61,56-65,Female,Handbag,Accessories,$51.00 ,Tennessee,Turquoise,Summer,5,No,Store Pickup,No,No,40,Cash,Weekly
3381,41,36-45,Female,Dress,Clothing,$52.00 ,North Dakota,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
3382,57,56-65,Female,Hat,Accessories,$66.00 ,Minnesota,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly
3383,34,26-35,Female,Sweater,Clothing,$35.00 ,Nebraska,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly
3384,27,26-35,Female,Coat,Outerwear,$43.00 ,Delaware,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly
3385,39,36-45,Female,Hoodie,Clothing,$24.00 ,Minnesota,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly
3386,62,56-65,Female,Jewelry,Accessories,$83.00 ,Rhode Island,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
3387,34,26-35,Female,T-shirt,Clothing,$62.00 ,Michigan,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly
3388,53,46-55,Female,Pants,Clothing,$78.00 ,New Jersey,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
3389,35,26-35,Female,Sweater,Clothing,$61.00 ,South Dakota,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
3390,38,36-45,Female,Pants,Clothing,$57.00 ,North Carolina,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually
3391,32,26-35,Female,Socks,Clothing,$70.00 ,Oregon,Red,Summer,3,No,Next Day Air,No,No,38,PayPal,Annually
3392,47,46-55,Female,Hoodie,Clothing,$57.00 ,Montana,Silver,Fall,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
3393,53,46-55,Female,Scarf,Accessories,$74.00 ,New Jersey,Blue,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly
3394,60,56-65,Female,Dress,Clothing,$90.00 ,Arizona,Gold,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly
3395,31,26-35,Female,Sandals,Footwear,$98.00 ,Vermont,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually
3396,44,36-45,Female,Dress,Clothing,$43.00 ,Colorado,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
3397,29,26-35,Female,Pants,Clothing,$37.00 ,Tennessee,Black,Winter,5,No,Next Day Air,No,No,5,PayPal,Quarterly
3398,19,18-25,Female,Blouse,Clothing,$38.00 ,New Jersey,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
3399,54,46-55,Female,Jeans,Clothing,$60.00 ,Montana,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly
3400,40,36-45,Female,Pants,Clothing,$55.00 ,Montana,Yellow,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually
3401,39,36-45,Female,Sunglasses,Accessories,$51.00 ,Nevada,Lavender,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly
3402,44,36-45,Female,Backpack,Accessories,$71.00 ,Nevada,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly
3403,22,18-25,Female,Hoodie,Clothing,$61.00 ,Louisiana,Black,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months
3404,30,26-35,Female,Boots,Footwear,$65.00 ,Illinois,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
3405,69,65+,Female,Gloves,Accessories,$34.00 ,South Carolina,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually
3406,28,26-35,Female,Blouse,Clothing,$87.00 ,Washington,White,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
3407,57,56-65,Female,Sweater,Clothing,$79.00 ,Nebraska,Red,Spring,4,No,Store Pickup,No,No,24,Venmo,Quarterly
3408,46,46-55,Female,Dress,Clothing,$46.00 ,Alabama,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
3409,48,46-55,Female,Socks,Clothing,$72.00 ,Montana,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually
3410,24,18-25,Female,Shirt,Clothing,$93.00 ,Minnesota,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
3411,50,46-55,Female,Sandals,Footwear,$76.00 ,Ohio,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
3412,29,26-35,Female,Shoes,Footwear,$56.00 ,New York,Gray,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly
3413,61,56-65,Female,Sandals,Footwear,$83.00 ,Indiana,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
3414,34,26-35,Female,Gloves,Accessories,$90.00 ,Delaware,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
3415,27,26-35,Female,Boots,Footwear,$94.00 ,Connecticut,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
3416,38,36-45,Female,Blouse,Clothing,$68.00 ,New York,Gold,Fall,3,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
3417,25,18-25,Female,Sandals,Footwear,$53.00 ,Alabama,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3418,54,46-55,Female,Coat,Outerwear,$35.00 ,Massachusetts,Blue,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly
3419,53,46-55,Female,Jacket,Outerwear,$30.00 ,South Carolina,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually
3420,23,18-25,Female,Jewelry,Accessories,$26.00 ,West Virginia,Indigo,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly
3421,19,18-25,Female,Hat,Accessories,$60.00 ,Kentucky,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
3422,57,56-65,Female,Shoes,Footwear,$30.00 ,New Jersey,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
3423,19,18-25,Female,Coat,Outerwear,$91.00 ,New York,Beige,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly
3424,33,26-35,Female,Boots,Footwear,$71.00 ,Massachusetts,Brown,Spring,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly
3425,33,26-35,Female,Scarf,Accessories,$64.00 ,Florida,Green,Summer,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly
3426,38,36-45,Female,Hat,Accessories,$54.00 ,Michigan,Blue,Summer,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
3427,47,46-55,Female,Socks,Clothing,$35.00 ,Oregon,Magenta,Fall,4.8,No,2-Day Shipping,No,No,31,Credit Card,Annually
3428,39,36-45,Female,T-shirt,Clothing,$38.00 ,Michigan,Turquoise,Winter,2.5,No,Store Pickup,No,No,44,Cash,Annually
3429,32,26-35,Female,Jewelry,Accessories,$69.00 ,Washington,Gray,Fall,2.5,No,Next Day Air,No,No,20,Venmo,Monthly
3430,27,26-35,Female,Skirt,Clothing,$96.00 ,Alaska,Purple,Winter,4.6,No,Express,No,No,34,Debit Card,Weekly
3431,67,65+,Female,Socks,Clothing,$73.00 ,Montana,Lavender,Winter,4.2,No,Next Day Air,No,No,17,Bank Transfer,Every 3 Months
3432,46,46-55,Female,Belt,Accessories,$49.00 ,New Mexico,Green,Summer,4.2,No,Express,No,No,20,Venmo,Annually
3433,36,36-45,Female,Boots,Footwear,$44.00 ,Connecticut,Gray,Summer,4.8,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months
3434,62,56-65,Female,Socks,Clothing,$93.00 ,Alaska,Yellow,Spring,4.5,No,Free Shipping,No,No,28,PayPal,Annually
3435,31,26-35,Female,Pants,Clothing,$72.00 ,Ohio,Orange,Summer,3.3,No,2-Day Shipping,No,No,6,Venmo,Fortnightly
3436,68,65+,Female,Socks,Clothing,$91.00 ,Montana,Beige,Summer,2.7,No,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly
3437,57,56-65,Female,Belt,Accessories,$83.00 ,Nebraska,Peach,Winter,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly
3438,22,18-25,Female,Jacket,Outerwear,$62.00 ,Oklahoma,Green,Winter,3.5,No,2-Day Shipping,No,No,50,PayPal,Annually
3439,26,26-35,Female,Shirt,Clothing,$71.00 ,Kentucky,Violet,Fall,3,No,Store Pickup,No,No,33,Credit Card,Monthly
3440,43,36-45,Female,Gloves,Accessories,$93.00 ,Idaho,Gray,Summer,4.5,No,Express,No,No,25,Venmo,Quarterly
3441,45,36-45,Female,Handbag,Accessories,$63.00 ,Maryland,Magenta,Fall,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly
3442,64,56-65,Female,Sweater,Clothing,$96.00 ,Tennessee,Charcoal,Fall,4.1,No,Standard,No,No,15,Credit Card,Annually
3443,28,26-35,Female,Skirt,Clothing,$78.00 ,Michigan,Violet,Spring,4.3,No,Next Day Air,No,No,12,PayPal,Weekly
3444,47,46-55,Female,Dress,Clothing,$24.00 ,Tennessee,Silver,Summer,5,No,Free Shipping,No,No,28,Cash,Bi-Weekly
3445,53,46-55,Female,Pants,Clothing,$63.00 ,Rhode Island,Green,Summer,3.8,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly
3446,42,36-45,Female,Hat,Accessories,$58.00 ,Florida,Magenta,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually
3447,51,46-55,Female,Boots,Footwear,$55.00 ,Louisiana,Purple,Spring,5,No,2-Day Shipping,No,No,20,Cash,Weekly
3448,62,56-65,Female,Sandals,Footwear,$58.00 ,Arkansas,Blue,Fall,4.3,No,Express,No,No,3,Bank Transfer,Bi-Weekly
3449,18,18-25,Female,Coat,Outerwear,$28.00 ,Kentucky,Yellow,Winter,4.1,No,Express,No,No,32,Bank Transfer,Fortnightly
3450,48,46-55,Female,Blouse,Clothing,$37.00 ,Kansas,Brown,Spring,4.5,No,Standard,No,No,35,Cash,Monthly
3451,20,18-25,Female,Shorts,Clothing,$78.00 ,Vermont,Pink,Spring,3.6,No,Store Pickup,No,No,31,PayPal,Monthly
3452,32,26-35,Female,Blouse,Clothing,$73.00 ,Nevada,Silver,Fall,3,No,Free Shipping,No,No,13,Credit Card,Annually
3453,26,26-35,Female,Jacket,Outerwear,$20.00 ,Oklahoma,Indigo,Spring,3.7,No,Next Day Air,No,No,3,Venmo,Fortnightly
3454,31,26-35,Female,Shirt,Clothing,$60.00 ,Alabama,Pink,Winter,4.3,No,Standard,No,No,48,Venmo,Bi-Weekly
3455,55,46-55,Female,Handbag,Accessories,$71.00 ,Louisiana,Lavender,Fall,4.6,No,Store Pickup,No,No,15,PayPal,Bi-Weekly
3456,49,46-55,Female,T-shirt,Clothing,$89.00 ,Ohio,Orange,Fall,4.7,No,Standard,No,No,13,Venmo,Annually
3457,42,36-45,Female,Hoodie,Clothing,$53.00 ,Texas,Red,Fall,4.6,No,Express,No,No,21,Venmo,Monthly
3458,64,56-65,Female,Jewelry,Accessories,$87.00 ,Maryland,Gray,Summer,3,No,Express,No,No,29,Cash,Fortnightly
3459,68,65+,Female,Jewelry,Accessories,$37.00 ,West Virginia,Violet,Spring,3.4,No,Standard,No,No,24,Venmo,Quarterly
3460,68,65+,Female,Hoodie,Clothing,$37.00 ,Ohio,Green,Fall,3.8,No,Express,No,No,21,PayPal,Annually
3461,41,36-45,Female,Scarf,Accessories,$78.00 ,Indiana,Gold,Spring,3.1,No,Express,No,No,5,Bank Transfer,Bi-Weekly
3462,51,46-55,Female,Shoes,Footwear,$23.00 ,Wyoming,Maroon,Spring,4.4,No,Standard,No,No,47,Cash,Quarterly
3463,44,36-45,Female,Jeans,Clothing,$73.00 ,Michigan,Olive,Spring,4.5,No,Standard,No,No,34,Credit Card,Every 3 Months
3464,27,26-35,Female,Jewelry,Accessories,$27.00 ,Maine,Yellow,Fall,2.8,No,2-Day Shipping,No,No,45,PayPal,Fortnightly
3465,36,36-45,Female,Coat,Outerwear,$59.00 ,Utah,Peach,Winter,2.7,No,Next Day Air,No,No,12,PayPal,Annually
3466,19,18-25,Female,Backpack,Accessories,$53.00 ,Iowa,Gold,Spring,3.4,No,Standard,No,No,31,Debit Card,Weekly
3467,49,46-55,Female,Socks,Clothing,$42.00 ,Maryland,Purple,Summer,4.6,No,Standard,No,No,43,Bank Transfer,Annually
3468,18,18-25,Female,Scarf,Accessories,$45.00 ,Texas,Charcoal,Fall,5,No,Next Day Air,No,No,5,Credit Card,Annually
3469,36,36-45,Female,Sunglasses,Accessories,$89.00 ,Ohio,Indigo,Winter,3.5,No,Standard,No,No,36,Debit Card,Quarterly
3470,36,36-45,Female,Socks,Clothing,$85.00 ,North Dakota,Magenta,Fall,3.3,No,Store Pickup,No,No,12,Cash,Annually
3471,19,18-25,Female,Coat,Outerwear,$69.00 ,West Virginia,Olive,Summer,4.5,No,Free Shipping,No,No,31,Cash,Bi-Weekly
3472,43,36-45,Female,Sandals,Footwear,$66.00 ,North Carolina,Blue,Spring,3.1,No,Store Pickup,No,No,31,Cash,Bi-Weekly
3473,31,26-35,Female,Blouse,Clothing,$42.00 ,Georgia,White,Summer,4,No,Free Shipping,No,No,15,Debit Card,Weekly
3474,63,56-65,Female,Dress,Clothing,$40.00 ,Kansas,Cyan,Spring,2.5,No,Express,No,No,11,Cash,Weekly
3475,41,36-45,Female,Pants,Clothing,$82.00 ,Maine,Cyan,Winter,4.4,No,Store Pickup,No,No,18,Venmo,Monthly
3476,48,46-55,Female,Sneakers,Footwear,$88.00 ,South Carolina,Orange,Spring,4.4,No,Express,No,No,9,Cash,Quarterly
3477,68,65+,Female,Boots,Footwear,$99.00 ,South Carolina,Orange,Summer,3.2,No,Free Shipping,No,No,11,Cash,Weekly
3478,53,46-55,Female,Handbag,Accessories,$85.00 ,Kentucky,Teal,Spring,3.8,No,Store Pickup,No,No,38,Debit Card,Bi-Weekly
3479,36,36-45,Female,Handbag,Accessories,$57.00 ,Arizona,Magenta,Fall,4.6,No,Store Pickup,No,No,42,PayPal,Quarterly
3480,46,46-55,Female,Sweater,Clothing,$56.00 ,New York,Orange,Summer,4.9,No,Standard,No,No,41,Cash,Monthly
3481,21,18-25,Female,Sandals,Footwear,$79.00 ,New Hampshire,Peach,Winter,3.5,No,Free Shipping,No,No,45,PayPal,Monthly
3482,52,46-55,Female,Socks,Clothing,$67.00 ,Ohio,Maroon,Summer,3.4,No,Store Pickup,No,No,41,Debit Card,Bi-Weekly
3483,66,65+,Female,Gloves,Accessories,$61.00 ,Hawaii,Gold,Winter,3.9,No,Next Day Air,No,No,35,Debit Card,Weekly
3484,19,18-25,Female,Hoodie,Clothing,$37.00 ,Texas,White,Winter,3.9,No,Express,No,No,21,Credit Card,Every 3 Months
3485,44,36-45,Female,Dress,Clothing,$75.00 ,Illinois,Gray,Fall,4.2,No,Free Shipping,No,No,13,Credit Card,Bi-Weekly
3486,50,46-55,Female,Shirt,Clothing,$21.00 ,Massachusetts,Brown,Winter,3.4,No,Standard,No,No,23,Debit Card,Fortnightly
3487,51,46-55,Female,Shorts,Clothing,$89.00 ,North Carolina,Charcoal,Winter,4.9,No,Standard,No,No,6,PayPal,Weekly
3488,25,18-25,Female,Sandals,Footwear,$24.00 ,West Virginia,Beige,Fall,2.9,No,Store Pickup,No,No,39,Bank Transfer,Annually
3489,62,56-65,Female,Sweater,Clothing,$27.00 ,Delaware,Teal,Spring,4.9,No,Store Pickup,No,No,7,Cash,Quarterly
3490,48,46-55,Female,Dress,Clothing,$26.00 ,Idaho,Black,Summer,4.6,No,2-Day Shipping,No,No,32,PayPal,Every 3 Months
3491,62,56-65,Female,Boots,Footwear,$82.00 ,Oregon,Violet,Spring,3.6,No,Store Pickup,No,No,43,Credit Card,Quarterly
